,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,600209,ST罗顿,-0.18,70.81,,-16.23,,-7729.41,70.79,,03-19
1,600030,中信证券,1.16,14.85,,8.43,,1490232.42,21.86,10派4,03-19
2,600449,宁夏建材,2.02,25.62,,16.35,,96486.32,25.49,10派6.7,03-19
3,601456,国联证券,0.28,,,6.41,,58787.14,12.76,10派1.2,03-19
4,999,华润三九,1.63,-24.54,,12.06,,159748.92,-24.38,10派5,03-19
5,600332,白云山,1.79,-8.57,,11.55,,291524.46,-8.58,10派5.38,03-19
6,300016,北陆药业,0.36,-48.57,,11.49,,17470.2,-48.98,10派0.6,03-19
7,603505,金石资源,1.0,7.53,,23.64,,23795.83,6.97,10派3转3,03-19
8,2628,成都路桥,0.11,83.33,,2.89,,8168.92,88.84,,03-19
9,300887,谱尼测试,2.59,18.26,,16.88,,16373.19,30.91,10派5转8,03-19
10,600511,国药股份,1.83,-12.94,,12.67,,138268.84,-13.79,10派5.5,03-19
11,905,厦门港务,0.22,34.66,,3.87,,13407.49,56.58,10派0.18,03-19
12,300748,金力永磁,0.59,55.26,,17.13,,24448.37,55.84,10派2,03-19
13,698,沈阳化工,0.44,-148.35,,9.18,,35739.52,-147.92,10派0.9,03-19
14,3816,中国广核,0.19,-5.97,,10.37,,956230.76,1.02,,03-19
15,600062,华润双鹤,0.96,-4.74,,11.27,,100516.16,-4.74,10派2.9,03-19
16,601126,四方股份,0.43,79.17,,8.57,,34395.14,83.07,10派9.8,03-19
17,603938,三孚股份,0.65,-9.72,,8.25,,9735.84,-9.57,,03-19
18,600419,天润乳业,0.56,-16.42,,9.99,,14743.42,5.62,10派1.65,03-19
19,600725,ST云维,0.01,27.45,,5.19,,1603.44,27.27,,03-19
20,2080,中材科技,1.22,48.7,,16.55,,205194.11,48.7,10派4,03-18
21,2352,顺丰控股,1.64,24.24,,15.2,,732607.88,26.39,10派3.3,03-18
22,601878,浙商证券,0.47,62.07,,9.78,,162716.6,68.17,,03-18
23,2812,恩捷股份,1.34,26.42,,17.15,,111560.4,31.27,10派1.7,03-18
24,300801,泰和科技,0.9,-51.29,,10.93,,19519.25,13.74,,03-18
25,600785,新华百货,0.19,-76.54,,1.83,,4328.62,-76.23,,03-18
26,600523,贵航股份,0.37,12.12,,5.81,,15022.15,11.19,10派2,03-18
27,600860,*ST京城,0.34,-209.68,,30.13,,15643.18,-220.3,,03-18
28,612,焦作万方,0.48,434.83,,12.41,,56790.0,432.52,10派0.5,03-18
29,2176,*ST江特,0.01,-100.84,,0.91,,1432.65,-100.71,,03-18
30,2876,三利谱,1.01,106.12,,7.91,,11682.42,127.94,,03-18
31,600435,北方导航,0.04,33.33,,2.86,,6249.94,40.14,10派0.25,03-18
32,2231,奥维通信,-0.47,-449.37,,-32.54,,-16739.55,-449.21,,03-18
33,2469,三维工程,0.73,386.67,,26.31,,37298.31,382.11,10派1.5,03-18
34,300398,飞凯材料,0.45,-10.0,,9.03,,22983.29,-9.92,10派0.65,03-18
35,600835,上海机电,1.1,3.77,,9.69,,112996.13,4.67,10派3.9,03-18
36,603712,七一二,0.68,51.11,,18.9,,52308.39,51.48,10派1,03-18
37,2211,宏达新材,0.12,-159.85,,7.19,,5269.58,-159.88,,03-18
38,605136,丽人丽妆,0.92,15.81,,18.27,,33948.05,18.7,,03-18
39,600800,渤海化学,0.19,-246.15,,7.84,,18602.27,-332.96,,03-18
40,2719,*ST麦趣,0.3,-140.39,,6.22,,5275.08,-175.94,10派0.1652,03-18
41,2985,北摩高科,2.3,21.69,,17.59,,31649.85,49.08,10派3送7,03-18
42,2564,天沃科技,-1.35,-2800.0,,-37.54,,-115951.73,-2835.24,,03-17
43,2882,金龙羽,0.44,-31.89,,10.23,,19192.78,-31.56,10派3,03-17
44,63,中兴通讯,0.92,-24.59,9.39,10.18,2.22,425975.2,-17.25,10派2,03-17
45,300548,博创科技,0.59,555.56,,13.22,,8845.89,1036.48,,03-17
46,600416,*ST湘电,0.08,-104.79,,2.79,,7526.14,-104.77,,03-17
47,300416,苏试试验,0.61,-6.15,,13.31,,12341.16,41.37,10派1.5转3,03-17
48,2810,山东赫达,1.35,58.04,,24.85,,25223.4,60.02,10转7,03-17
49,300114,中航电测,0.45,25.0,,15.07,,26250.54,23.58,10派0.5,03-17
50,597,东北制药,0.01,-94.74,,0.3,,1225.68,-92.95,10派0.08,03-17
51,600433,冠豪高新,0.14,7.69,,6.53,,17854.74,4.83,10派0.45,03-17
52,401,冀东水泥,1.96,5.99,,16.31,,285001.08,5.53,10派5,03-17
53,300483,首华燃气,0.85,16.87,,4.76,,10775.52,46.11,10转8,03-17
54,600507,方大特钢,0.99,-16.1,,28.79,,214028.53,25.08,10派11,03-17
55,603677,奇精机械,0.29,-27.5,,5.32,,5620.64,-26.35,10派1,03-17
56,300456,赛微电子,0.31,65.58,,6.83,,20109.69,66.62,10派0.35,03-17
57,600961,株冶集团,0.16,1500.0,,,,15886.12,105.14,,03-17
58,603396,金辰股份,0.78,36.84,,8.6,,8255.96,37.28,10派2.4,03-16
59,600794,保税科技,0.18,38.46,,10.34,,21269.35,35.05,10派0.15,03-16
60,603093,南华期货,0.16,8.99,,3.83,,9417.34,18.47,,03-16
61,2233,塔牌集团,1.51,3.4,,17.62,,178215.47,2.81,10派4.3,03-16
62,300242,佳云科技,-0.58,-4431.34,,-43.26,,-36828.52,-4436.37,,03-16
63,300848,美瑞新材,1.79,7.19,,20.98,,10203.17,22.39,10派2,03-16
64,600976,健民集团,0.96,60.0,,11.73,,14778.84,61.53,10派3.66,03-16
65,603335,迪生力,0.14,600.0,,10.22,,6016.27,562.48,10派0.43,03-16
66,2649,博彦科技,0.63,33.48,,11.45,,33084.94,34.26,10派2.18,03-16
67,300403,汉宇集团,0.34,25.74,,14.43,,20459.85,25.47,10派1.1,03-16
68,300690,双一科技,2.93,110.79,,28.15,,32219.27,111.58,10派10转5,03-16
69,600841,上柴股份,0.24,74.07,,5.22,,20332.05,73.98,10派0.83,03-16
70,688360,德马科技,0.87,-13.0,,10.01,,6643.88,3.79,10派3.5,03-16
71,2993,奥海科技,2.18,33.74,,25.05,,32903.75,48.53,,03-16
72,300496,中科创达,1.08,81.87,,15.04,,44346.12,86.61,10派2.2,03-16
73,603020,爱普股份,0.53,12.17,,7.88,,17023.5,12.15,10派1.6,03-16
74,2868,绿康生化,0.28,-40.43,,5.68,,4320.83,-24.15,10派1.4,03-16
75,300007,汉威科技,0.7,-300.0,,14.2,,20553.48,-298.05,10派0.6,03-16
76,300577,开润股份,0.36,-65.38,,8.04,,7795.41,-65.51,10派1.05,03-16
77,600975,新五丰,0.43,330.0,,21.82,,28272.41,346.66,10派0.5,03-16
78,300681,英搏尔,0.17,-116.19,,2.31,,1315.71,-116.58,10派0.5,03-16
79,2727,一心堂,1.38,29.76,,15.81,,78996.02,30.81,10派3,03-16
80,600309,万华化学,3.2,-0.93,,22.2,,1004142.8,-0.87,10派13,03-16
81,300563,神宇股份,0.7,4.48,,8.62,,6184.19,15.29,10派1.5转9,03-16
82,600422,昆药集团,0.6,0.85,,10.62,,45685.62,0.56,10派2.3,03-16
83,600732,爱旭股份,0.42,13.51,,24.41,,80545.76,37.63,10派0.7,03-16
84,300677,英科医疗,21.98,2315.38,,132.22,,700704.82,3829.56,10派30转5,03-16
85,603500,祥和实业,0.32,-36.0,,6.41,,5655.49,-36.22,,03-16
86,600577,精达股份,0.22,-4.35,,11.48,,41890.27,-4.29,10派0.2,03-16
87,601956,东贝集团,0.37,12.5,,11.8,,10992.14,12.5,10派1,03-16
88,688011,新光光电,0.24,-65.82,,1.97,,2419.29,-60.01,,03-16
89,2450,*ST康得,-0.91,-44.51,,,,-320516.88,-44.83,,03-16
90,603186,华正新材,0.92,16.46,,10.85,,12522.03,22.6,10派2.8,03-16
93,600862,中航高科,0.31,-22.5,,10.07,,43089.58,-21.88,10派0.93,03-16
94,603659,璞泰来,1.52,1.33,,15.92,,66763.75,2.54,,03-16
95,688516,奥特维,1.76,77.78,,19.03,,15535.75,111.57,,03-16
96,603103,横店影视,-0.76,-255.1,,-21.39,,-48052.58,-255.25,,03-16
97,712,锦龙股份,0.07,-12.5,,1.96,,6607.54,-6.38,,03-16
98,2879,长缆科技,0.9,16.88,,10.92,,16159.67,10.91,10派2.3,03-16
99,300018,中元股份,0.1,0.0,,4.29,,4579.44,-7.3,,03-16
100,2982,湘佳股份,1.87,-37.25,,13.28,,17444.46,-23.19,10派2,03-16
101,300119,瑞普生物,1.01,105.46,,17.47,,39819.65,104.88,10派4,03-16
102,600284,浦东建设,0.46,8.89,,7.09,,44461.35,8.89,10派1.6,03-16
103,688586,江航装备,0.56,51.35,,15.04,,19388.0,71.31,10派1.5,03-15
104,603773,沃格光电,0.15,-72.27,,0.87,,1411.06,-72.28,10派0.52转3,03-15
105,2777,久远银海,0.59,-18.06,,15.54,,18661.27,15.55,10派1.5,03-15
106,300206,理邦仪器,1.12,396.59,,41.67,,65315.35,395.37,10派4.3,03-15
107,600973,宝胜股份,0.16,23.08,,4.69,,21851.31,41.87,10派0.48,03-15
108,688551,科威尔,0.83,-19.42,,14.24,,5403.43,-12.32,,03-15
109,727,*ST东科,0.16,-113.23,,15.05,,74583.04,-113.22,,03-15
110,2013,中航机电,0.29,7.41,,9.76,,107468.85,11.85,10派0.8,03-15
111,50,深天马A,0.67,66.68,,5.05,,147452.15,77.79,10派0.7,03-13
112,795,英洛华,0.09,-30.77,,4.46,,10211.82,-28.36,,03-13
113,2916,深南电路,3.0,-18.03,,23.86,,143011.13,16.01,10派9.5,03-13
114,603303,得邦照明,0.7,9.0,,12.34,,34205.74,10.44,10派2.51,03-13
115,2865,钧达股份,0.11,-21.43,,1.46,,1354.64,-21.37,10派0.5,03-13
116,300363,博腾股份,0.61,74.29,,10.09,,32441.62,74.84,10派1.21,03-13
117,600460,士兰微,0.05,400.0,,1.98,,6759.72,365.16,10派0.16,03-13
118,2715,登云股份,0.11,174.57,,3.06,,1533.93,311.2,10派0.5,03-13
119,600292,远达环保,0.03,-78.57,,0.52,,2633.33,-76.29,10派0.11,03-13
120,600565,迪马股份,0.76,26.67,,18.11,,180284.54,25.89,10派0.8,03-12
121,661,长春高新,7.53,-26.68,,31.22,,304658.61,71.64,10派8,03-12
122,600705,中航资本,0.37,5.71,,9.92,,327409.73,6.87,,03-12
123,603385,惠达卫浴,0.83,-6.74,,8.83,,30738.32,-6.58,10派2.43,03-12
124,2419,天虹股份,0.21,-70.51,,3.74,,25342.67,-70.51,10派2.1,03-12
125,2056,横店东磁,0.62,47.62,,18.02,,101356.99,46.67,10派2.18,03-12
126,600765,中航重机,0.37,5.71,,5.47,,34380.78,24.91,10派0.495,03-12
127,45,深纺织A,0.07,75.0,,1.36,,3726.8,89.37,10派0.3,03-12
128,739,普洛药业,0.69,47.57,,20.18,,81673.01,47.58,10派2.43,03-12
129,688571,杭华股份,0.46,21.05,,12.22,,10926.53,21.24,10派1.1,03-12
130,300231,银信科技,0.39,22.89,,12.3,,16261.28,20.29,10派2,03-12
131,2262,恩华药业,0.72,9.09,,18.42,,72882.17,9.88,10派1,03-12
132,600211,西藏药业,1.69,-3.43,,15.09,,41809.58,33.87,10派5.1,03-12
133,877,天山股份,1.45,-7.31,,14.95,,151625.94,-7.31,10派4.8,03-12
134,600050,中国联通,0.18,10.56,,3.73,,552131.15,10.82,10派0.658,03-12
135,2134,天津普林,0.03,-47.2,,1.65,,650.13,-48.69,,03-11
136,688188,柏楚电子,3.71,25.34,,15.91,,37059.29,50.46,,03-11
137,600989,宝丰能源,0.63,16.67,,19.04,,462276.8,21.59,10派2.8,03-11
138,2129,中环股份,0.38,16.18,,7.55,,108899.54,20.51,10派0.6,03-11
139,688585,上纬新材,0.32,45.45,,12.6,,11895.09,51.98,,03-11
140,100,TCL科技,0.34,69.49,,13.75,,438815.9,67.63,10派1.2,03-11
141,601016,节能风电,0.14,-1.42,,7.52,,61788.34,5.78,10派0.44,03-10
142,300697,电工合金,0.56,-10.32,,13.23,,11554.45,-10.42,,03-10
143,688003,天准科技,0.56,10.74,,6.62,,10738.13,29.1,10派3,03-10
144,300211,亿通科技,0.03,45.24,,1.98,,923.07,45.52,10派0.06,03-10
145,62,深圳华强,0.6,-0.88,,11.71,,62450.38,-0.88,10派2,03-10
146,603536,惠发食品,0.14,250.0,,3.53,,2307.56,287.73,10派0.9,03-10
147,2306,ST云网,-0.01,-69.13,,-22.15,,-1135.03,-68.24,,03-10
148,605006,山东玻纤,0.4,8.11,,11.71,,17237.12,17.83,,03-10
149,600888,新疆众和,0.35,128.48,,7.61,,35108.94,149.82,,03-10
150,603008,喜临门,0.8,-18.37,,10.2,,31340.47,-17.61,10派2.5,03-10
151,300821,东岳硅材,0.25,-59.02,,7.94,,28073.19,-49.27,10派1.25,03-10
152,603976,正川股份,0.35,-12.5,,5.13,,5305.05,-13.11,10派0.36,03-10
153,26,飞亚达,0.68,36.84,,10.78,,29411.52,36.22,10派4,03-10
154,737,ST南风,0.17,-288.14,,20.54,,9137.57,-288.14,,03-10
155,688208,道通科技,0.98,19.51,,19.76,,43305.97,32.44,10派5,03-09
156,300629,新劲刚,0.39,-256.0,,6.28,,5011.59,-291.25,10派1,03-09
157,300125,聆达股份,-0.21,-450.0,,-7.51,,-5601.67,-447.07,,03-09
158,600202,哈空调,0.13,-0.3,,7.31,,5041.27,-0.32,,03-09
159,2478,常宝股份,0.13,-79.37,,2.76,,12364.91,-79.43,10派1,03-09
160,300596,利安隆,1.43,3.62,,14.39,,29299.32,11.7,10派2.15,03-09
161,2139,拓邦股份,0.51,54.55,,19.04,,53351.68,61.27,10派0.5,03-09
162,2054,德美化工,0.28,7.69,,6.09,,11639.09,5.68,10派0.7,03-09
163,300238,冠昊生物,0.18,-110.29,,6.46,,4659.49,-110.01,,03-09
164,300822,贝仕达克,1.69,-6.63,,18.14,,16911.62,17.1,,03-09
165,2033,丽江股份,0.13,-65.35,,2.76,,7048.98,-65.36,10派2,03-09
166,2887,绿茵生态,0.9,-10.0,,13.86,,28142.76,34.66,10派5,03-09
167,605369,拱东医疗,3.48,84.13,,34.12,,22588.1,98.86,10派18转4,03-08
168,2258,利尔化学,1.17,96.75,,16.7,,61220.89,96.76,10派2,03-06
169,2681,*ST奋达,0.55,-136.91,,39.42,,106548.52,-134.9,,03-06
170,600892,*ST大晟,0.04,-103.96,,8.91,,2334.76,-104.11,,03-06
171,600095,湘财股份,0.14,357.91,,3.62,,35631.87,3222.66,10派0.7457,03-06
172,300761,立华股份,0.63,-87.29,,3.8,,25407.57,-87.07,10派1.5,03-06
173,600681,百川能源,0.36,-29.41,,11.75,,50747.36,-30.32,10派3.3,03-06
174,300146,汤臣倍健,0.96,-500.0,,23.97,,152425.12,-528.29,10派7,03-06
175,300556,丝路视觉,0.53,116.97,,10.82,,6060.56,117.66,10派0.8,03-06
176,2420,ST毅昌,0.16,-52.17,,12.31,,6584.54,-50.91,,03-05
177,300692,中环环保,0.9,47.54,,13.84,,15773.77,62.43,,03-05
178,3009,中天火箭,0.82,-3.53,,12.13,,10343.95,4.54,10派0.68,03-05
179,300765,新诺威,0.71,-51.1,,11.82,,29983.58,9.75,10派1转3,03-05
180,603516,淳中科技,0.96,10.34,,13.97,,12829.13,12.32,10派4转4,03-05
181,600522,中天科技,0.75,15.64,,10.14,,227466.15,15.51,10派1,03-05
182,603738,泰晶科技,0.23,228.57,,5.04,,3861.31,239.24,10派0.7,03-05
183,990,诚志股份,0.29,-19.5,,2.18,,35507.56,-19.77,,03-05
184,707,*ST双环,-1.04,-4359.26,,,,-48037.12,-4365.69,,03-05
185,2379,宏创控股,-0.18,-150.83,,-10.98,,-16499.61,-150.83,,03-05
187,688057,金达莱,1.82,46.03,,27.51,,38668.77,50.09,10派10,03-03
188,600067,冠城大通,0.22,-24.14,,3.95,,31235.01,-25.43,10派0.7,03-03
189,2458,益生股份,0.09,-97.63,,2.82,,9199.13,-95.77,,03-03
190,300873,海晨股份,1.75,36.49,,18.44,,19475.64,51.65,10派1.5,03-03
191,2519,银河电子,0.16,14.29,,6.44,,17020.43,11.42,,03-03
192,708,中信特钢,1.19,-34.25,,22.9,,602449.04,11.84,10派7,03-02
193,600255,鑫科材料,0.03,-104.69,,5.52,,6118.13,-105.4,,03-02
194,603212,赛伍技术,0.5,-5.66,,11.75,,19409.02,2.01,10派0.5,03-02
195,300738,奥飞数据,0.78,-11.81,,18.8,,15659.88,50.88,10派0.75转8,03-02
196,300214,日科化学,0.49,16.67,,11.28,,20703.62,16.37,10派0.85,03-02
197,300033,同花顺,3.21,92.22,,38.37,,172397.5,92.05,10派12,03-02
198,600903,贵州燃气,0.18,5.88,,7.39,,20635.85,8.24,10派0.55,03-02
199,605050,福然德,0.81,3.85,,14.15,,30694.28,9.95,,03-01
200,300862,蓝盾光电,1.18,-23.38,,12.83,,13003.41,-14.9,,03-01
201,2319,*ST乐通,0.04,-102.74,,5.18,,730.98,-102.51,,02-27
202,688021,奥福环保,1.04,22.35,,9.27,,8002.08,55.01,10派3.2,02-27
203,688155,先惠技术,0.96,-24.55,,9.38,,6073.53,-15.56,,02-27
204,2125,湘潭电化,0.04,-66.67,,1.62,,2529.85,-62.79,10派0.2,02-27
205,2288,超华科技,0.02,15.58,,1.35,,2146.89,16.03,,02-27
206,300056,中创环保,0.06,-204.96,,2.18,,2093.59,-204.03,,02-27
207,600605,汇通能源,0.34,114.65,,6.66,,4972.16,115.53,10派1.02转4,02-27
208,2138,顺络电子,0.74,48.0,,12.72,,58848.55,46.5,10派2,02-27
209,2381,双箭股份,0.77,28.33,,16.84,,31541.76,26.86,10派5,02-27
210,300050,世纪鼎利,0.05,-105.62,,1.07,,2592.3,-105.37,,02-27
211,688456,有研粉材,1.8,111.76,,18.96,,13225.93,119.73,,02-26
212,600749,西藏旅游,0.02,-76.82,,0.45,,474.3,-77.24,,02-26
213,600212,江泉实业,0.04,-105.56,,8.07,,1954.08,-105.56,,02-26
214,688018,乐鑫科技,1.3,-43.93,,6.47,,10405.2,-34.35,,02-26
215,688616,西力科技,0.66,20.0,,17.25,,7372.11,18.56,,02-26
216,688677,海泰新光,1.43,32.41,4.8,34.93,,9309.8,29.43,,02-25
217,2402,和而泰,0.44,22.42,,15.07,,39601.76,30.54,10派1,02-25
218,2135,东南网架,0.26,0.0,,6.24,,27081.25,1.25,10派0.27,02-24
219,300816,艾可蓝,1.6,-6.98,,18.22,,12539.43,21.3,10派3.16,02-24
220,600891,退市秋林,-0.94,9.3,,,,-58247.53,9.78,,02-23
221,300860,锋尚文化,4.34,-7.66,,17.17,,26050.04,2.63,10派10转9,02-23
222,300160,秀强股份,0.2,-4.76,,10.64,,12193.46,-2.37,,02-20
223,688667,菱电电控,4.05,92.86,10.23,49.4,0.16,15684.5,93.25,,02-19
224,605122,四方新材,2.64,4.35,,27.19,,24372.1,4.6,,02-18
225,688676,金盘科技,0.6,9.09,5.11,12.47,0.5,23158.81,9.99,,02-10
226,688328,深科达,1.2,42.86,,17.18,,7277.79,43.01,,02-10
227,2895,川恒股份,0.34,-25.37,,6.42,,14261.27,-20.95,,02-10
228,2130,沃尔核材,0.31,82.35,,12.83,,39575.41,88.82,10派0.3,02-09
229,600701,退市工新,-1.96,-46.93,,,,-202402.74,-46.93,,02-09
230,300896,爱美客,4.51,32.78,,25.31,,43974.88,43.93,10派35转8,02-09
231,605208,永茂泰,1.23,39.77,,15.0,,17322.2,39.28,,02-09
232,2988,豪美新材,0.56,-41.67,,6.37,,11592.82,-30.73,10派1.3,02-09
233,2577,雷柏科技,0.16,-126.23,,4.51,,4651.28,-126.75,,02-09
234,2014,永新股份,0.61,12.96,,16.19,,30303.21,12.6,10派5,02-09
235,2192,*ST融捷,0.08,-106.45,,3.78,,2104.48,-106.45,,02-09
236,2846,英联股份,0.4,-2.44,,10.18,,7761.36,-2.68,10派1.5转6,02-09
237,300314,戴维医疗,0.47,113.64,,15.28,,13619.04,119.46,10派1.5,02-09
238,603856,东宏股份,1.24,56.96,,17.42,,31850.4,58.15,10派3.73,02-09
239,2245,蔚蓝锂芯,0.28,136.2,,12.35,,27795.19,136.33,10派0.3,02-09
241,300951,博硕科技,2.73,43.68,,51.88,,16398.01,43.86,,02-08
242,3039,顺控发展,0.48,14.29,,16.14,,26794.4,13.68,,02-08
243,300443,金雷股份,2.16,151.16,,23.24,,52223.07,154.5,10派6,02-08
244,2188,*ST巴士,-0.39,-122.41,,,,-11384.25,-122.07,,02-06
245,798,中水渔业,-0.48,-784.66,,-22.43,,-15396.56,-784.98,,02-06
246,601218,吉鑫科技,0.24,259.37,,8.95,,23378.04,257.48,10派2,02-05
247,600301,ST南化,0.04,33.33,,2.77,,907.4,39.52,,02-04
248,803,北清环能,0.29,-119.22,,23.85,,4513.2,-123.42,,02-04
249,688079,美迪凯,0.48,-70.73,,28.41,,14383.75,86.46,,02-04
250,688696,极米科技,7.17,133.55,,38.11,,26894.99,187.94,,02-04
251,601318,中国平安,8.1,-3.69,41.72,20.0,17.66,14309900.0,-4.22,10派14,02-04
252,600885,宏发股份,1.12,17.89,,15.96,,83214.33,18.19,10派3.4,02-03
253,690,宝新能源,0.84,104.88,,17.89,,181786.21,105.83,10派3,02-03
254,605060,联德股份,0.94,0.0,,19.66,,16859.33,-0.16,,02-03
255,600315,上海家化,0.64,-22.89,,6.73,,43020.17,-22.78,10派2,02-03
256,300952,恒辉安防,,,,,,10654.68,10.01,,02-03
257,688083,中望软件,,,,,,12554.43,40.94,,02-02
258,1,平安银行,1.4,-9.09,15.16,9.58,-0.83,2892800.0,2.6,10派1.8,02-02
259,2984,森麒麟,1.64,28.13,,22.64,,98055.25,32.38,,02-02
260,605298,必得科技,1.29,-5.15,,20.78,,10438.05,-5.22,,02-02
261,300953,震裕科技,,,,,,13264.04,71.24,,02-02
262,688316,青云科技,,,,,,-16336.83,-14.06,,02-01
263,300949,奥雅设计,,,,,,10286.59,-8.19,,02-01
264,2072,*ST凯瑞,-1.15,-2472.16,,,,-20248.67,-2470.71,,01-30
265,688628,优利德,1.83,165.22,5.05,43.61,2.78,15061.18,182.74,,01-29
266,688092,爱科科技,1.12,10.89,,,,4952.36,10.74,,01-29
267,300617,安靠智电,1.04,60.0,,15.4,,13237.2,108.08,10派5,01-27
268,300950,德固特,,,,,,6118.91,-1.27,,01-25
269,3038,鑫铂股份,1.14,32.56,5.15,24.89,0.64,9097.72,43.76,,01-25
270,2107,沃华医药,0.31,14.78,,24.18,,17888.04,86.72,10派2.6,01-21
